Police;TypeCompteur;NoPhase;CodeTarif;Amperage;NCompteur;DernierIndx;DatDernIndex
1010114119;MONO;1;2;10;1677;133;25/06/2015
1010114120;MONO;1;2;10;44282;130;25/06/2015
1010114121;MONO;1;2;10;44277;172;25/06/2015
1010114122;MONO;1;2;10;20002112;117;25/06/2015
1010114124;MONO;1;2;10;156949;158;25/06/2015
1010114125;MONO;1;2;15;90477;13;25/06/2015
1010114126;MONO;1;2;10;156372;65;25/06/2015
1010114127;MONO;1;2;10;32012;326;25/06/2015
1010114128;MONO;1;2;10;20003682;100;25/06/2015
1010115101;MONO;1;2;10;158052;236;25/06/2015
1010115102;MONO;2;2;10;348922;15430;25/06/2015
1010115103;MONO;1;2;10;20003243;39;25/06/2015
1010115104;MONO;1;2;10;;5460;25/06/2015
1010115105;MONO;1;2;10;20004013;113;25/06/2015
1010115106;MONO;1;2;15;20003204;;
1010115107;MONO;1;2;15;20003226;;
1010115108;MONO;1;2;15;20004039;29;25/06/2015
1010115109;MONO;1;2;10;690002;10;25/06/2015
1010115110;MONO;1;2;10;967590;58694;25/06/2015
1010115111;MONO;1;2;10;20004010;42;25/06/2015
1010115112;MONO;1;2;10;20004009;66;25/06/2015
1010115113;MONO;1;2;10;20002235;1;25/06/2015
1010115114;MONO;1;2;10;113276;53990;25/06/2015
1010115116;MONO;1;2;10;20002509;103;25/06/2015
1010115117;MONO;1;2;10;291976;16516;25/06/2015
1010115118;MONO;1;2;10;20002874;130;25/06/2015
1010115119;MONO;1;2;10;321690;30413;25/06/2015
1010115120;MONO;1;2;10;4225;23;25/06/2015
1010211101;MONO;1;2;10;846006;1568;25/06/2015
1010211102;MONO;1;2;10;20002256;4;25/06/2015
1010211103;MONO;1;2;10;20000444;660;25/06/2015
1010211106;MONO;1;2;10;;;
1010211107;MONO;1;2;10;846427;97;25/06/2015
1010211108;MONO;1;2;10;874012;902;25/06/2015
1010211109;MONO;1;2;10;;654;25/06/2015
1010211111;MONO;1;2;10;3210639129;645;25/06/2015
1010211113;MONO;1;2;15;3201246315;386;25/06/2015
1010211114;MONO;1;2;10;H011618112;413;25/06/2015
1010211115;MONO;1;2;10;H011061813;41;25/06/2015
1010211116;MONO;1;2;10;845729;672;25/06/2015
1010211117;MONO;1;2;10;847358;805;25/06/2015
1010211120;MONO;1;2;10;846382;300;25/07/2013
1010211121;MONO;1;2;10;846399;3684;25/06/2015
1010211122;MONO;1;2;10;844668;3746;25/06/2015
1010211124;MONO;1;2;10;846138;2103;25/06/2015
1010211127;MONO;1;2;10;83632141;9995;25/05/2015
1010211128;MONO;1;2;10;291398;3808;25/06/2015
1010211129;MONO;1;2;10;846299;1018;25/06/2015
1010211130;MONO;1;2;10;846259;481;25/09/2013
1010211131;MONO;1;2;10;846625;1375;25/06/2015
1010211132;MONO;1;2;10;20004002;42;25/06/2015
1010211133;MONO;1;2;10;845782;917;25/06/2015
1010211134;MONO;1;2;10;846248;855;25/06/2015
1010211135;MONO;1;2;10;846266;645;25/06/2015
1010211136;MONO;1;2;10;8462029;783;25/06/2015
1010211137;MONO;1;2;10;8460345;955;25/06/2015
1010211138;MONO;1;2;10;846391;452;25/06/2015
1010211139;MONO;1;2;10;845712;2194;25/06/2015
1010211140;MONO;1;2;10;846303;496;25/06/2015
1010211141;MONO;1;2;10;800029;966;25/06/2015
1010211143;MONO;1;2;10;846569;758;25/06/2015
1010211144;MONO;1;2;10;846323;2167;25/06/2015
1010211145;MONO;1;2;10;846217;1000;25/06/2015
1010211146;MONO;1;2;10;846236;799;25/06/2015
1010211147;MONO;1;2;10;845733;543;25/06/2015
1010211148;MONO;1;2;10;846371;1449;25/06/2015
1010211149;MONO;1;2;10;145263;2550;25/06/2015
1010211150;MONO;1;2;10;846250;2481;25/06/2015
1010211151;MONO;1;2;10;8462099;747;25/06/2015
1010211152;MONO;1;2;10;846184;2593;25/06/2015
1010211153;MONO;1;2;10;845814;1478;25/06/2015
1010211154;MONO;1;2;10;846291;1139;25/06/2015
1010211155;MONO;1;2;10;846334;736;25/06/2015
1010211156;MONO;1;2;10;846374;2181;25/06/2015
1010211158;MONO;1;2;10;846201;2759;25/06/2015
1010211161;MONO;1;2;10;846089;1391;25/06/2015
1010211162;MONO;1;2;10;846365;1561;25/06/2015
1010211163;MONO;1;2;10;846221;1106;25/06/2015
1010211164;MONO;1;2;10;846457;827;25/06/2015
1010211165;MONO;1;2;10;846016;1106;25/06/2015
1010211166;MONO;1;2;10;806164;609;25/06/2015
1010211168;MONO;1;2;10;0;2160;25/06/2015
1010211169;MONO;1;2;10;1;480;25/06/2015
1010211170;MONO;1;2;10;1;521;25/06/2015
1010211171;MONO;1;2;10;8047189;380;25/09/2013
1010211172;MONO;1;2;10;7132;102;26/05/2011
1010211173;MONO;1;2;10;8407032;254;26/05/2011
1010211174;MONO;1;2;10;847330;840;25/06/2015
1010211175;MONO;1;2;10;847226;431;18/05/2012
1010211176;MONO;1;2;10;47197;1103;25/06/2015
1010211177;MONO;1;2;10;817137;2869;25/06/2015
1010211178;MONO;1;2;10;8047194;660;25/06/2015
1010211179;MONO;1;2;10;847190;385;25/06/2015
1010211180;MONO;1;2;10;8046988;1;11/06/2013
1010211183;MONO;1;2;10;847035;211;26/05/2011
1010211184;MONO;1;2;10;847177;2994;25/06/2015
1010211185;MONO;1;2;10;8047232;2314;25/06/2015
1010211186;MONO;1;2;10;847146;129;26/05/2011
1010211187;MONO;1;2;10;847345;120;25/06/2015
1010211188;MONO;1;2;10;8473408;784;25/06/2015
1010211189;MONO;1;2;10;20000644;1462;25/06/2015
1010211190;MONO;1;2;10;8472015;2670;25/06/2015
1010211191;MONO;1;2;10;8047388;1854;25/06/2015
1010211193;MONO;1;2;10;847014;16;26/05/2011
1010211195;MONO;1;2;10;8470026;20;26/05/2011
1010211196;MONO;1;3;10;8407093;11;26/05/2011
1010211197;MONO;1;3;10;8047244;13;26/05/2011
1010211198;MONO;1;2;10;8407307;39;26/05/2011
1010211199;MONO;1;2;10;8407284;546;25/06/2015
1010211200;MONO;1;2;10;20000551;828;25/06/2015
1010211201;MONO;1;2;10;12107090;2038;25/06/2015
1010211202;MONO;1;2;10;847121;1658;25/06/2015
1010211203;MONO;1;2;10;8470650;888;25/06/2015
1010211204;MONO;1;2;10;83627830;8391;25/06/2015
1010211205;MONO;1;2;10;846396;706;25/06/2015
1010211206;MONO;1;2;10;846082;1692;25/05/2015
1010211207;MONO;1;2;10;8462290;714;25/06/2015
1010211208;TRI;3;1;40;23125300;6503;25/06/2015
1010211209;MONO;1;2;10;846661;575;25/06/2015
1010211211;MONO;1;2;10;846242;1001;25/06/2015
1010211213;MONO;1;2;10;845939;324;25/06/2015
1010211214;MONO;1;2;10;;57;25/06/2015
1010211215;MONO;1;2;10;846509;249;25/06/2015
1010211216;MONO;1;2;10;846583;425;25/06/2015
1010211217;MONO;1;2;10;846401;507;25/12/2013
1010211218;MONO;1;2;10;20003271;38;25/06/2015
1010211219;MONO;1;2;10;846199;1861;25/06/2015
1010211220;MONO;1;2;10;846060;1080;25/06/2015
1010211222;MONO;1;2;10;846539;1236;25/06/2015
1010211223;MONO;1;2;10;8406583;654;25/06/2015
1010211224;MONO;1;2;10;84590;740;25/06/2015
1010211225;MONO;1;2;10;20004251;49;25/06/2015
1010211226;MONO;1;2;10;846064;2054;25/06/2015
1010211227;MONO;1;2;10;846578;425;25/06/2015
1010211228;MONO;1;2;10;846402;2405;25/06/2015
1010211229;MONO;1;2;10;846524;1381;25/06/2015
1010211230;MONO;1;6;10;846005;1485;25/02/2014
1010211231;MONO;1;2;10;8469705;810;25/06/2015
1010211232;MONO;1;2;10;846421;999;25/06/2015
1010211233;MONO;1;2;10;846459;2757;25/06/2015
1010211234;MONO;1;2;10;78321810;12582;25/06/2015
1010211235;MONO;1;2;10;846624;642;25/06/2015
1010211236;MONO;1;2;10;20004231;131;25/06/2015
1010211237;MONO;1;2;10;846102;202;25/06/2015
1010211238;MONO;1;2;10;846679;1500;25/06/2015
1010211239;MONO;1;2;10;2000106;1925;25/06/2015
1010211240;MONO;1;2;10;3201233475;1014;25/06/2015
1010211241;MONO;1;2;10;R011521644;873;25/06/2015
1010211243;MONO;1;2;10;R11521258;2416;25/06/2015
1010211270;MONO;1;2;10;845792;1609;25/06/2015
1010211271;MONO;1;2;10;847134;1276;25/06/2015
1010211273;TRI;3;1;15;;1604;25/06/2015
1010211276;MONO;1;2;10;845865;374;11/06/2015
1010211278;MONO;1;2;25;846389;961;25/09/2013
1010211280;MONO;1;2;10;846307;419;25/06/2015
1010211281;MONO;1;2;10;846284;357;25/06/2015
1010211284;MONO;1;2;10;847009;7;26/05/2011
1010211286;TRI;3;1;30;80149;145;25/09/2011
1010211287;MONO;1;2;10;8465760;461;25/06/2015
1010211288;MONO;1;2;10;846672;4329;25/06/2015
1010211289;MONO;1;2;10;847033;3421;25/06/2015
1010211290;MONO;1;2;10;846620;2386;25/06/2015
1010211291;MONO;1;2;10;705040;1925;25/06/2015
1010211292;MONO;1;2;10;404729;51286;25/06/2015
1010211293;MONO;1;2;10;846475;463;25/06/2015
1010211294;TRI;3;1;20;254636;8369;25/06/2015
1010211295;MONO;1;2;10;846133;580;25/03/2015
1010211296;MONO;1;2;10;8465538;402;25/06/2015
1010211297;MONO;1;2;10;;200;25/09/2012
1010211298;MONO;1;2;10;846133;2376;25/06/2015
1010211299;MONO;1;2;10;846642;865;25/06/2015
1010211303;MONO;1;2;10;840721;2086;25/06/2015
1010211320;MONO;1;2;10;846523;540;25/06/2015
1010211321;MONO;1;2;10;847179;1061;25/06/2015
1010211322;MONO;1;2;10;847088;340;25/06/2015
1010211323;MONO;1;2;10;846659;742;25/06/2012
1010211324;MONO;1;2;10;1;5661;25/06/2015
1010211334;MONO;1;2;10;847353;784;25/06/2015
1010211335;MONO;1;2;20;845750;14996;25/06/2015
1010211440;MONO;1;2;10;3201234692;665;25/06/2015
1010211543;MONO;1;2;10;3211246547;923;25/06/2015
1010211563;MONO;1;2;10;89589;480;25/06/2015
1010211609;MONO;1;2;10;3201234694;500;25/06/2015
1010211622;MONO;1;2;10;20000902;1125;25/06/2015
1010211669;MONO;1;2;10;563223;1112;25/06/2015
1010211696;MONO;1;2;10;943891;1255;25/06/2015
1010212132;MONO;1;2;10;2012006871;1365;25/06/2015
1010212133;MONO;1;2;10;731243;5;25/05/2012
1010212135;MONO;1;2;10;;;
1010212136;MONO;1;2;10;;;
1010212137;MONO;1;2;20;2011035917;864;25/06/2015
1010212138;MONO;1;2;15;232807;376;25/12/2014
1010212140;MONO;1;2;15;3201282432;2237;25/06/2015
1010212142;MONO;1;2;10;291775;655;25/06/2015
1010212143;MONO;1;2;10;2012035953;1959;25/06/2015
1010212144;MONO;1;2;10;729880;1503;25/06/2015
1010212145;MONO;1;2;10;291401;890;25/06/2015
1010212146;MONO;1;2;10;300405;235;25/06/2015
1010212147;MONO;1;2;10;282392;2004;25/06/2015
1010212148;MONO;1;2;10;654238;521;25/06/2015
1010212149;MONO;1;2;10;3201277171;237;25/06/2015
1010212150;MONO;1;2;10;384270;84841;25/06/2015
1010212151;MONO;1;2;10;2012035920;1015;25/06/2015
1010212152;MONO;1;2;10;300448;150;25/06/2015
1010212153;MONO;1;2;10;294326;699;25/06/2015
1010212155;MONO;1;2;10;291897;796;25/06/2015
1010212156;MONO;1;2;10;291796;553;25/06/2015
1010212157;MONO;1;2;10;256537;1347;25/06/2015
1010212158;MONO;1;2;10;20000150;239;25/06/2015
1010212159;MONO;1;2;10;2011730041;1423;25/06/2015
1010212160;MONO;1;2;10;244954;319;25/06/2015
1010212161;MONO;1;2;10;;;
1010212164;MONO;1;2;10;110531;701;25/06/2015
1010212165;MONO;1;2;10;2012037149;1103;25/06/2015
1010212583;MONO;1;2;10;200114552;2828;25/06/2015
1010212624;MONO;1;2;10;2014025;920;25/06/2015
1010212636;MONO;1;2;10;5622143;142;25/06/2015
1010212646;MONO;1;2;10;200145263;464;25/06/2015
1010212651;MONO;1;2;10;20145200;555;25/06/2015
1010212652;MONO;1;7;10;845613;3075;25/06/2015
1010212664;MONO;1;2;10;895421;1597;25/06/2015
1010212667;MONO;1;2;10;2014521;699;25/06/2015
1010212670;MONO;1;2;10;859525243;358;25/06/2014
1010212681;MONO;1;2;10;564238;1004;25/06/2015
1010212685;MONO;1;2;10;20002940;10;25/06/2015
1010212693;MONO;1;2;10;854213;2372;25/06/2015
1010212707;MONO;1;2;10;1562315;2297;25/06/2015
1010212709;MONO;1;2;10;2564321;1172;25/06/2015
1010212714;MONO;1;2;10;85421326;2568;25/06/2015
1010212715;MONO;1;2;10;5321462;1561;25/04/2015
1010212717;MONO;1;2;10;8451236;2516;25/06/2015
1010212734;MONO;1;2;10;2541665;977;25/06/2015
1010212739;MONO;1;2;10;5644235;866;25/06/2015
1010212742;MONO;1;2;10;42343757;979;25/06/2015
1010212749;MONO;1;2;10;254163;4180;25/06/2015
1010212752;MONO;1;2;10;6524135;806;25/06/2015
1010212761;MONO;1;2;10;632541;592;25/06/2015
1010212762;MONO;1;2;10;254136;602;25/06/2015
1010212763;MONO;1;2;10;;182;25/06/2015
1010212764;MONO;1;2;10;65428;1408;25/06/2015
1010212765;MONO;1;2;10;2546163;2080;25/06/2015
1010212766;MONO;1;2;10;25123;985;25/06/2015
1010212767;MONO;1;2;10;365443;1107;25/06/2015
1010212768;MONO;1;2;10;2541265;1153;25/06/2015
1010212769;MONO;1;2;10;34398;15020;25/06/2015
1010212770;MONO;1;2;10;245144;1;25/02/2013
1010212771;MONO;1;2;10;145263;2693;25/06/2015
1010212772;MONO;1;2;10;65241;542;25/06/2015
1010212773;MONO;1;2;10;545635;14275;25/06/2015
1010212774;MONO;1;2;10;625413;1769;25/03/2015
1010212775;MONO;1;2;10;54213;46321;25/06/2015
1010212777;MONO;1;2;10;653336;103;25/06/2015
1010212778;MONO;1;2;10;14525;1665;25/06/2015
1010212779;MONO;1;2;10;412432;10418;25/06/2015
1010212780;MONO;1;2;10;254631;1143;25/06/2015
1010212781;MONO;1;2;10;6521432;590;25/09/2013
1010212782;MONO;1;2;10;2547912;470;25/06/2015
1010212783;MONO;1;2;10;1254631;585;25/06/2015
1010212926;MONO;1;2;10;98-0077200;1458;25/03/2014
1010212927;MONO;1;2;10;20564;846;25/06/2015
1010213152;MONO;1;2;10;400506;8209;25/05/2015
1010213153;MONO;1;2;10;80588;827;25/06/2015
1010213154;MONO;1;2;10;5075;349;25/06/2015
1010213155;MONO;1;2;10;79831;1434;25/06/2015
1010213156;MONO;1;2;10;125412;663;25/06/2015
1010213157;MONO;1;2;10;1452631;459;25/06/2015
1010213160;MONO;1;2;10;91719;720;25/06/2015
1010213161;MONO;1;2;10;91702;477;25/06/2015
1010213162;MONO;1;2;10;164090;2069;25/06/2015
1010213163;MONO;1;6;10;90099;2828;25/06/2015
1010213164;MONO;1;2;10;92999;259;25/06/2015
1010213165;MONO;1;2;10;93012;212;25/06/2015
1010213166;MONO;1;2;10;110299;556;25/06/2015
1010213167;MONO;1;2;10;930130;1257;25/06/2015
1010213168;MONO;1;2;10;3042013;589;25/06/2015
1010213169;MONO;1;2;10;110166;251;25/06/2015
1010213170;MONO;1;2;10;;3088;25/06/2015
1010213171;MONO;1;2;10;110164;733;25/06/2015
1010213172;MONO;1;2;10;802451;222;25/06/2015
1010213175;MONO;1;2;10;802477;257;25/06/2015
1010213176;MONO;1;2;10;20002635;0;25/04/2015
1010213177;MONO;1;2;10;92765;729;25/06/2015
1010213180;MONO;1;2;10;20002564;49;25/06/2015
1010213181;MONO;1;2;10;125463;1;25/07/2013
1010213182;MONO;1;2;10;14562;875;25/06/2015
1010213183;MONO;1;2;10;254163;2445;25/11/2013
1010214129;MONO;1;2;10;20001288;9261;25/06/2015
1010214130;MONO;1;2;10;3201215792;258;25/06/2015
1010214132;MONO;1;2;10;;;
1010214133;MONO;1;2;10;;;
1010214134;MONO;1;2;10;20003251;220;25/06/2015
1010214135;MONO;1;2;10;20002715;26;25/06/2015
1010214136;MONO;1;2;10;20002123;121;25/06/2015
1010214138;MONO;1;2;10;20003279;110;25/06/2015
1010214142;MONO;1;2;10;;1449;25/06/2015
1010214143;MONO;1;2;10;20003277;211;25/06/2015
1010214144;MONO;1;6;10;;7867;25/06/2015
1010215121;MONO;1;2;10;20004132;77;25/06/2015
1010215122;MONO;1;2;10;4234;21;25/06/2015
1010215123;MONO;1;2;10;4275;1;25/06/2015
1010215124;MONO;1;2;10;611508;1487;25/06/2015
1010215125;MONO;1;2;10;606390;4378;25/06/2015
1010215126;MONO;1;2;10;20004125;29;25/06/2015
1010215127;MONO;1;2;10;603681;3;25/06/2015
1010215128;MONO;1;2;10;46864;9;25/06/2015
1010215129;MONO;1;2;10;1315;190;25/06/2015
1010215130;MONO;1;2;10;1;57;25/06/2015
1010215131;MONO;1;2;10;20002379;40;25/06/2015
1010215132;MONO;1;2;10;20002382;11;25/06/2015
1010215133;MONO;1;2;10;2009094836;134;25/06/2015
1010215134;MONO;1;2;15;528232;17146;25/06/2015
1010311244;MONO;1;2;10;846435;842;25/06/2015
1010311245;MONO;1;2;10;249838;1148;25/06/2015
1010311246;MONO;1;2;10;845717;2124;25/03/2013
1010311247;MONO;1;2;10;8466606;1245;25/06/2015
1010311249;MONO;1;2;10;846691;397;25/06/2015
1010311250;MONO;1;2;10;R011521601;1958;25/06/2015
1010311251;MONO;1;2;10;3201233462;813;25/06/2015
1010311252;MONO;1;2;10;846418;857;25/06/2015
1010311253;MONO;1;2;10;846555;642;25/06/2015
1010311254;MONO;1;2;10;3211246576;771;25/06/2015
1010311255;MONO;1;2;10;291252;110;25/06/2015
1010311256;MONO;1;2;10;845918;933;25/06/2015
1010311257;MONO;1;2;10;R011521643;3370;25/06/2015
1010311258;MONO;1;2;10;19072011;1556;25/06/2015
1010311259;MONO;1;2;10;846036;1060;25/06/2015
1010311260;MONO;1;2;10;H116180114;1382;25/06/2015
1010311261;MONO;1;2;10;846155;1816;25/06/2015
1010311262;MONO;1;2;10;92AF007512;36671;25/06/2015
1010311263;MONO;1;2;10;846610;967;25/06/2015
1010311264;MONO;1;2;10;321637954;1294;25/06/2015
1010311266;MONO;1;2;10;845965;1204;25/06/2015
1010311267;MONO;1;2;10;54846342;434;25/06/2015
1010311268;MONO;1;2;10;3201249855;1054;25/06/2015
1010311300;MONO;1;2;10;3201232784;669;25/06/2015
1010311301;MONO;1;2;10;846674;2116;25/06/2015
1010311302;MONO;1;2;10;3201248019;862;25/06/2015
1010311304;MONO;1;2;15;321637987;16;25/11/2011
1010311305;MONO;1;2;10;846040;861;25/06/2015
1010311687;MONO;1;2;10;2524684;54;25/06/2015
1010311697;MONO;1;2;10;225785;2653;25/06/2015
1010311698;MONO;1;2;10;25163;1896;25/06/2015
1010311699;MONO;1;2;10;254630;534;25/06/2015
1010311700;MONO;1;2;10;257698;1197;25/06/2015
1010311701;MONO;1;2;10;258741;319;25/06/2015
1010311702;MONO;1;2;10;215463;886;25/06/2015
1010311703;MONO;1;2;10;2546031;400;25/04/2013
1010311704;MONO;1;2;10;6541232;2507;25/06/2015
1010311706;MONO;1;2;10;165416;8069;25/06/2015
1010311707;MONO;1;2;10;2639541;7776;25/06/2015
1010311709;MONO;1;2;10;984526;772;25/06/2015
1010311710;MONO;1;2;10;2541630;1090;25/04/2013
1010311711;MONO;1;2;10;945636;832;25/06/2015
1010312166;MONO;1;2;10;2012003907;1349;25/06/2015
1010312167;MONO;1;2;10;2012035921;1290;25/06/2015
1010312168;MONO;1;2;10;2012000619;275;25/06/2015
1010312169;MONO;1;2;10;300407;1003;25/06/2015
1010312170;MONO;1;2;10;2012737675;479;25/06/2015
1010312171;MONO;1;2;10;2145736;547;25/06/2015
1010312173;MONO;1;2;10;2012006873;845;25/06/2015
1010312174;MONO;1;2;10;293052;1176;25/06/2015
1010312175;MONO;1;2;10;731295;372;25/06/2015
1010312176;MONO;1;2;10;2012038527;356;25/06/2015
1010312177;MONO;1;2;10;2011299946;510;25/04/2015
1010312178;MONO;1;2;10;2012003925;1757;25/06/2015
1010312180;MONO;1;6;10;11052012;6866;25/06/2015
1010312181;MONO;1;2;10;2012035956;300;25/06/2015
1010312182;MONO;1;2;10;2012002418;1293;25/06/2015
1010312184;MONO;1;2;10;2012035937;437;25/06/2015
1010312185;MONO;1;2;10;2011737103;646;25/06/2015
1010312187;MONO;1;2;10;99042408;70424;25/06/2015
1010312188;MONO;1;2;10;2012000604;160;25/06/2015
1010312190;MONO;1;2;10;2012038532;59;25/06/2015
1010312191;MONO;1;2;10;2011737943;1046;25/06/2015
1010312192;TRI;3;1;20;2012035947;4169;25/06/2015
1010312193;MONO;1;2;10;2011730073;562;25/06/2015
1010312194;MONO;1;2;10;1011211625;2832;25/06/2015
1010312195;MONO;1;2;15;2012003957;851;25/06/2015
1010312196;MONO;1;2;10;2012004011;710;25/06/2015
1010312197;MONO;1;2;10;2012038692;185;25/06/2015
1010312199;MONO;1;2;15;2012061037;303;25/06/2015
1010312200;MONO;1;2;10;2012008520;1060;25/06/2015
1010312201;MONO;1;2;10;2012037129;1503;25/06/2015
1010312574;MONO;1;2;10;120273;1206;25/06/2015
1010312611;MONO;1;2;10;200010254;1517;25/06/2015
1010312617;MONO;1;2;10;201152200;1351;25/06/2015
1010312622;MONO;1;2;10;20011255;1305;25/06/2015
1010312628;MONO;1;2;10;20048532;2964;25/06/2015
1010312642;MONO;1;2;10;200145002;541;25/06/2015
1010312647;MONO;1;2;10;205116385;920;25/06/2015
1010312653;MONO;1;2;10;20145621;1384;25/06/2015
1010312688;MONO;1;2;10;8562432;1622;25/06/2015
1010312691;MONO;1;2;10;85462103;684;25/06/2015
1010312700;MONO;1;2;10;2541633;921;25/06/2015
1010312705;MONO;1;2;10;20002636;27;25/06/2015
1010312719;MONO;1;2;10;1565528;736;25/06/2015
1010312722;MONO;1;2;10;86148;453;25/06/2015
1010312727;MONO;1;2;10;987562;734;25/06/2015
1010312730;MONO;1;2;10;20004252;37;25/06/2015
1010312738;MONO;1;2;10;20003267;35;25/06/2015
1010312740;MONO;1;2;10;5632245;2758;25/06/2015
1010312753;MONO;1;2;10;1;1910;25/06/2015
1010312785;MONO;1;2;10;5736935;665;25/06/2015
1010312787;MONO;1;2;10;450535;7943;25/06/2015
1010312788;MONO;1;2;10;45786;706;25/06/2015
1010312790;MONO;1;2;10;2500463;1596;25/06/2015
1010312791;MONO;1;2;10;453667;268;25/06/2015
1010312792;MONO;1;2;10;28461;1374;25/06/2015
1010312793;MONO;1;2;10;83628217;20518;25/06/2015
1010312794;MONO;1;2;10;254863;3191;25/06/2015
1010312813;MONO;1;2;10;254656;477;25/06/2015
1010312929;TRI;3;1;20;80075;1010;25/06/2015
1010313184;MONO;1;2;10;22546;1039;25/06/2015
1010313185;MONO;1;2;10;44599;230;25/06/2015
1010313186;MONO;1;2;10;44341;244;25/06/2015
1010313188;MONO;1;2;10;15659;2312;25/06/2015
1010313189;MONO;1;2;10;254126;826;25/06/2015
1010313191;MONO;1;2;10;92752;365;25/06/2015
1010313192;MONO;1;2;10;74582;735;25/06/2015
1010313193;MONO;1;2;10;45736;345;25/02/2013
1010313194;MONO;1;2;10;573690;1014;25/06/2015
1010313195;MONO;1;2;10;42453;303;25/06/2015
1010313196;MONO;1;2;10;576398;697;25/06/2015
1010313197;MONO;1;2;10;74580;779;25/06/2015
1010313200;MONO;1;2;10;86139;736;25/06/2015
1010313201;MONO;1;2;10;92768;640;25/06/2015
1010313202;MONO;1;2;10;52012;355;25/06/2015
1010313208;MONO;1;2;10;65248;578;25/06/2015
1010313210;MONO;1;2;10;75093;4747;25/06/2015
1010313211;MONO;1;2;10;905505;1674;25/06/2015
1010313212;MONO;1;2;10;110883;650;25/06/2015
1010313213;MONO;1;2;10;324820;1153;25/06/2015
1010313214;MONO;1;2;10;110350;249;25/06/2015
1010313215;MONO;1;2;10;110038;618;25/06/2015
1010313216;MONO;1;2;10;110046;5;25/04/2013
1010313217;MONO;1;2;10;120007;228;25/06/2015
1010313218;MONO;1;2;10;110894;560;25/06/2015
1010313220;MONO;1;2;10;13156889;210;25/06/2015
1010313221;MONO;1;2;10;20002706;49;25/06/2015
1010313222;MONO;1;2;10;126498;1909;25/06/2015
1010313223;MONO;1;2;10;132782;49371;25/06/2015
1010313224;MONO;1;2;10;2841963;766;25/06/2015
1010313225;;3;1;20;110604;2030;25/06/2015
1010313226;MONO;1;2;10;110882;1;25/06/2015
1010313227;MONO;1;2;10;;6414;25/06/2015
1010313228;MONO;1;2;10;120119;390;25/06/2015
1010313229;MONO;1;2;10;896543;399;25/06/2015
1010313230;MONO;1;2;10;4653278;330;25/06/2015
1010313231;MONO;1;2;10;569659;956;25/06/2015
1010313232;MONO;1;2;10;75867729;12784;25/06/2015
1010313573;MONO;1;2;15;98163249;7256;25/06/2015
1010313789;MONO;1;2;10;324820;551;25/02/2013
1010314148;MONO;1;2;10;20002729;30;25/06/2015
1010314149;MONO;1;6;10;1140309;3165;25/06/2015
1010314150;MONO;1;6;10;2009097541;4433;25/06/2015
1010314151;MONO;1;2;10;;;
1010314152;MONO;1;6;10;802281;1178;25/06/2015
1010314153;MONO;1;2;10;20002795;87;25/06/2015
1010314154;MONO;1;2;10;20003299;92;25/06/2015
1010314155;MONO;1;2;10;20003256;35;25/06/2015
1010314156;MONO;1;2;10;20002498;383;25/06/2015
1010314157;MONO;1;6;10;;17318;25/06/2015
1010314158;MONO;1;7;10;20001348;25;25/11/2014
1010314159;MONO;1;2;10;;6673;25/11/2014
1010314160;;3;7;10;20001348;5;25/06/2015
1010314161;;3;7;10;1;6800;25/06/2015
1010314162;MONO;1;6;15;20000717;2779;25/06/2015
1010314164;MONO;1;6;10;602900;5598;25/06/2015
1010315135;MONO;1;2;10;846078;673;25/01/2015
1010315136;MONO;1;2;10;846078;720;25/06/2015
1010315137;MONO;1;2;10;;2814;25/06/2015
1010315138;;3;6;10;65264;1621;25/06/2015
1010315139;MONO;1;2;10;94889;20964;25/06/2015
1010315140;MONO;1;2;10;118830;95142;25/06/2015
1010315141;MONO;1;2;15;20002372;285;25/06/2015
1010315143;MONO;1;2;10;200016210;7845;25/06/2015
1010315144;MONO;2;2;10;642851;50768;25/06/2015
1010315145;MONO;1;2;10;254474;13;25/06/2015
1010315146;;3;6;10;20112012;732;25/06/2015
1010315147;;3;6;10;;1441;25/06/2015
1010315148;MONO;1;2;10;802141;2424;25/06/2015
1010315149;MONO;1;2;10;348838;2198;25/06/2015
1010315150;MONO;1;2;10;20002643;35;25/06/2015
1010315151;;3;6;10;499987;11283;25/06/2015
1010315152;MONO;1;2;10;20002339;128;25/06/2015
1010315153;MONO;1;2;15;13508;3951;25/06/2015
1010315154;MONO;1;2;10;307156;6804;25/06/2015
1010315155;MONO;1;2;10;20002588;16;25/06/2015
1010315156;;3;6;10;;2133;25/06/2015
1010315157;MONO;1;2;10;20002218;15;25/06/2015
1010315158;MONO;1;2;10;20002035;117;25/06/2015
1010315159;MONO;1;2;10;20002522;15;25/06/2015
1010411307;MONO;1;2;10;3201638597;1090;25/06/2015
1010411308;MONO;1;2;15;846496;2608;25/06/2015
1010411309;MONO;1;2;20;846182;405;25/06/2015
1010411310;MONO;1;2;10;845869;510;25/03/2013
1010411312;MONO;1;2;10;317009;28857;25/06/2015
1010411313;MONO;1;2;10;845815;1640;25/06/2015
1010411314;MONO;1;2;10;845838;1216;25/06/2015
1010411315;MONO;1;2;10;20004227;54;25/06/2015
1010411316;MONO;1;2;10;846043;587;25/06/2015
1010411317;MONO;1;2;10;20004229;25;25/06/2015
1010411318;MONO;1;2;10;20002687;20;25/06/2015
1010411319;MONO;1;2;10;383424;55016;25/06/2015
